belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",264660,en,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",14.14078,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Universal Pictures International (UPI)', 'id': 5726}, {'name': 'Film4', 'id': 9349}, {'name': 'A24', 'id': 41077}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-01-21,36869414.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There is nothing more human than the will to survive,Ex Machina,7.6,4862.0
,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",322,en,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",12.602438,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-07,156822020.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"We bury our sins, we wash them clean.",Mystic River,7.6,1473.0
"{'id': 137697, 'name': 'Finding Nemo Collection', 'poster_path': '/xwggrEugjcJDuabIWvK2CpmK91z.jpg', 'backdrop_path': '/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg'}",94000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",12,en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",25.497794,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-30,940335536.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are 3.7 trillion fish in the ocean. They're looking for one.,Finding Nemo,7.6,6292.0
"{'id': 391860, 'name': 'Kingsman Collection', 'poster_path': '/2WjphvZVZQeQfOZeZrBmFUGXmXp.jpg', 'backdrop_path': '/8XZnIWG7on74SaJ6t23kdPOYXUG.jpg'}",81000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",207703,en,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,28.224212,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Cloudy Productions', 'id': 78995}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-29,414351546.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Manners maketh man.,Kingsman: The Secret Service,7.6,6069.0
,19000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1417,es,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",26.817754,"[{'name': 'Estudios Picasso', 'id': 2029}, {'name': 'Esperanto Filmoj', 'id': 7470}, {'name': 'Tequila Gang', 'id': 11628}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",2006-05-27,83258226.0,118.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,What happens when make-believe believes it's real?,Pan's Labyrinth,7.6,3122.0
,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",45269,en,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",11.260387,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Bedlam Productions', 'id': 5005}, {'name': 'See-Saw Films', 'id': 7217}, {'name': 'Aegis Film Fund', 'id': 7309}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Momentum Pictures', 'id': 19578}, {'name': 'Molinare Investment', 'id': 19579}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-09-06,414211549.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Find your voice.,The King's Speech,7.6,2817.0
,44000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",273248,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,20.328822,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'FilmColony', 'id': 1811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-25,155760117.0,167.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,No one comes up here without a damn good reason.,The Hateful Eight,7.6,4405.0
"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",10193,en,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-06-16,1066969703.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,No toy gets left behind.,Toy Story 3,7.6,4710.0
,108000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",286217,en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",25.62993,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'International Traders', 'id': 6408}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Genre Films', 'id': 28788}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-30,630161890.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Bring Him Home,The Martian,7.6,7442.0
,5000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",17431,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",13.336773,"[{'name': 'Liberty Films UK', 'id': 3316}, {'name': 'Lunar Industries', 'id': 3317}, {'name': 'Xingu Films', 'id': 3318}, {'name': 'Limelight Fund', 'id': 12018}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-06-12,9760104.0,97.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The last place you'd ever expect to find yourself.,Moon,7.6,1831.0
"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",283995,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,185.330992,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-19,863416141.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Obviously.,Guardians of the Galaxy Vol. 2,7.6,4858.0
"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}",250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",57158,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",20.644776,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-12-11,958400000.0,161.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,The Hobbit: The Desolation of Smaug,7.6,4633.0
"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",63000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",329,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",8.863776,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-06-11,920100000.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,An adventure 65 million years in the making.,Jurassic Park,7.6,4956.0
,22000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",581,en,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",11.654349,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Majestic Films International', 'id': 2630}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-09,424208848.0,181.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,7.6,1084.0
,26000000,"[{'id': 18, 'name': 'Drama'}]",9800,en,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,13.373006,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Clinica Estetico', 'id': 1274}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-22,206678440.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,1019.0
"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",48000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",89,en,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-05-24,474171806.0,127.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3221.0
,18000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",9479,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",17.730913,"[{'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Skellington Productions Inc.', 'id': 8835}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-10-09,75634409.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A ghoulish tale with wicked humor & stunning animation.,The Nightmare Before Christmas,7.6,2135.0
,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",164,en,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.",10.879289,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jurow-Shepherd', 'id': 11355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1961-10-05,9500000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,"Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!",Breakfast at Tiffany's,7.6,1082.0
,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2493,en,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",15.15267,"[{'name': 'Act III Communications', 'id': 1153}, {'name': 'The Princess Bride Ltd.', 'id': 49243}, {'name': 'Buttercup Films Ltd.', 'id': 49244}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-09-18,30857814.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1518.0
